,Customer Facing Flag,DCV Ind,DTV Ind,Drive Time Points,Dwelling Type,Employee Type Code,HC Equipment Passed,HC Equipment,Job Type,Labor Type,Points,Q Code,Region,Service Call Ind,Site,Survey Response Value,Truck Roll Ind,Verified Vendor,Work Order Class,Work Order Type,New Time
11742,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,42,I,California,0,San Diego,,0,N,H,Sro,1.0000000000000002
11776,N,0,0,3,Non-Residential,5I,3,3,Install,In House,40,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Install,143.0
11890,N,0,0,3,Non-Residential,5I,1,1,Install,In House,71,I,Central Region,0,Omaha/Sun Valley,,1,N,*,Install,355.0
11896,N,0,0,3,Non-Residential,5I,1,1,Install,In House,45,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Install,315.0
11903,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Central Region,1,Omaha/Sun Valley,,1,N,H,Trouble Call,302.0
11915,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Sro,186.0
11948,Y,0,0,3,Non-Residential,5I,3,3,Install,In House,78,I,Central Region,0,Omaha/Sun Valley,,1,N,*,Install,333.0
11950,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Sro,66.00000000000001
12038,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Central Region,0,Omaha/Sun Valley,,1,N,*,Install,388.0
12041,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Central Region,0,Omaha/Sun Valley,,1,Y,H,Sro,333.0
12161,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Central Region,1,Omaha/Sun Valley,,1,N,H,Trouble Call,333.0
12174,N,0,0,3,MDU,5I,0,0,SRO,In House,7,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Sro,83.0
12209,N,0,0,3,Non-Residential,5I,0,0,Install,In House,47,I,Central Region,0,Omaha/Sun Valley,,1,N,*,Install,330.0
12211,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Central Region,0,Omaha/Sun Valley,,1,Y,H,Sro,364.0
12216,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Sro,69.0
12257,N,0,0,3,Non-Residential,5I,0,0,Install,In House,11,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Downgrade,98.0
12292,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,113,I,Central Region,0,Omaha/Sun Valley,,1,N,H,Sro,128.00000000000003
12397,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,331.0
12495,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,377.0
12531,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,102.0
12544,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,174.0
12566,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,271.00000000000006
12569,N,0,0,3,Non-Residential,5I,0,0,Install,In House,86,I,Southwest Region,0,Phoenix,,1,N,*,Install,356.0
12579,N,0,0,3,Non-Residential,5I,0,0,Install,In House,64,I,Southwest Region,0,Phoenix,,1,N,H,Install,61.00000000000001
12618,N,0,0,3,Non-Residential,5I,3,3,Install,In House,42,I,Southwest Region,0,Phoenix,,1,N,H,Install,184.0
12623,N,0,0,3,Non-Residential,5I,0,0,Install,In House,84,I,Southwest Region,0,Phoenix,,1,N,*,Install,287.0
12644,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,H,Install,225.0
12962,N,0,0,2,Non-Residential,5I,1,1,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,H,Install,137.0
12963,Y,0,0,2,Non-Residential,5I,0,0,Install,In House,71,I,Virginia,0,Hampton Roads,,1,N,*,Install,151.0
12985,N,0,0,2,Non-Residential,5I,1,1,Install,In House,41,I,Virginia,0,Hampton Roads,,1,N,H,Install,217.0
12986,N,0,0,2,Non-Residential,5I,1,1,Install,In House,65,I,Virginia,0,Hampton Roads,,1,N,*,Install,201.0
13021,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,38,I,Virginia,0,Hampton Roads,,1,N,H,Sro,109.0
13050,N,0,0,2,Non-Residential,5I,1,1,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,H,Install,215.0
13051,N,0,0,2,Non-Residential,5I,0,0,Install,In House,59,I,Virginia,0,Hampton Roads,,1,N,*,Install,195.0
13069,Y,0,0,2,Non-Residential,5I,1,1,Install,In House,66,I,Virginia,0,Hampton Roads,,1,N,*,Install,380.0
13070,N,0,0,2,Non-Residential,5I,0,0,Install,In House,77,I,Virginia,0,Hampton Roads,,1,N,*,Install,227.0
13107,N,0,0,2,Non-Residential,5I,4,4,Install,In House,37,I,Southwest Region,0,Las Vegas,,1,N,H,Install,215.0
13108,N,0,0,2,Non-Residential,5I,4,4,Install,In House,53,I,Southwest Region,0,Las Vegas,,1,N,*,Install,286.0
13109,N,0,0,2,MDU,5I,4,4,Install,In House,61,I,Southwest Region,0,Las Vegas,,1,N,H,Install,181.0
13110,N,0,0,2,MDU,5I,4,4,Install,In House,54,I,Southwest Region,0,Las Vegas,,1,N,*,Install,345.0
13114,N,0,0,3,Non-Residential,5I,2,2,Install,In House,63,I,Southwest Region,0,Las Vegas,,1,N,H,Install,314.0
13152,N,0,0,2,Non-Residential,5I,2,2,Install,In House,65,I,Southwest Region,0,Las Vegas,,1,N,*,Install,384.0
13160,N,0,0,2,Non-Residential,5I,3,3,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,234.0
13161,N,0,0,2,Non-Residential,5I,0,0,Install,In House,65,I,Southwest Region,0,Las Vegas,,1,N,*,Install,274.0
13180,N,0,0,2,Non-Residential,5I,2,2,Install,In House,44,I,Southwest Region,0,Las Vegas,,1,N,H,Install,3.0
13221,N,0,0,2,Non-Residential,5I,1,1,Install,In House,55,I,Southwest Region,0,Las Vegas,,1,N,H,Install,290.0
13223,Y,0,0,2,Non-Residential,5I,0,0,Install,In House,59,I,Southwest Region,0,Las Vegas,,1,N,*,Install,305.0
13229,N,0,0,2,Non-Residential,5I,1,1,Install,In House,55,I,Southwest Region,0,Las Vegas,,1,N,H,Install,319.0
13242,N,0,0,2,Non-Residential,5I,2,2,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,193.0
13267,N,0,0,3,Non-Residential,5I,1,1,Install,In House,46,I,Central Region,0,Oklahoma City,,1,N,H,Install,209.0
13286,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Oklahoma City,,1,N,H,Sro,2.0000000000000004
13358,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Central Region,0,Oklahoma City,,1,N,H,Sro,88.0
13390,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Oklahoma City,,1,N,H,Sro,62.00000000000001
13409,N,0,0,2,Non-Residential,5I,0,0,Install,In House,12,I,Northeast Region,0,Rhode Island,,1,N,H,Downgrade,31.000000000000004
13412,N,0,0,2,Non-Residential,5I,2,2,Install,In House,47,I,Northeast Region,0,Rhode Island,,1,N,*,Install,267.00000000000006
13413,N,0,0,2,Non-Residential,5I,0,0,Install,In House,18,I,Northeast Region,0,Rhode Island,,1,N,H,Upgrade,181.0
13440,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,22,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,103.0
13441,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,22,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,36.0
13442,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,22,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,42.0
13476,Y,0,0,2,Non-Residential,5I,1,1,Install,In House,95,I,Northeast Region,0,Rhode Island,,1,N,*,Install,229.0
13516,Y,0,0,2,Non-Residential,5I,2,2,Trouble Call,In House,15,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,371.0
13519,Y,0,0,2,Non-Residential,5I,2,2,Trouble Call,In House,15,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,377.0
13521,N,0,0,2,Non-Residential,5I,1,1,Install,In House,60,I,Northeast Region,0,Rhode Island,,1,N,*,Install,356.0
13523,N,0,0,2,Non-Residential,5I,3,3,Install,In House,71,I,Northeast Region,0,Rhode Island,,1,N,*,Install,362.0
13612,N,0,0,2,Non-Residential,5I,2,2,Install,In House,37,I,Southwest Region,0,Phoenix,,1,N,H,Install,6.0
13636,N,0,0,2,Non-Residential,5I,0,0,Install,In House,83,I,Southwest Region,0,Phoenix,,1,N,*,Install,56.0
13644,N,0,0,2,Non-Residential,5I,2,2,Install,In House,40,I,Southwest Region,0,Phoenix,,1,N,H,Install,160.0
13745,N,0,0,3,MDU,5I,0,0,SRO,In House,39,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,176.0
13790,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,107.0
13806,N,0,0,3,Non-Residential,5I,0,0,Install,In House,18,I,Southwest Region,0,Las Vegas,,1,N,H,Install,88.0
13919,N,0,0,3,Non-Residential,5I,0,0,Install,In House,35,I,Northeast Region,0,Connecticut,,1,N,H,Downgrade,184.0
14073,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Northeast Region,0,Connecticut,,1,N,H,Sro,56.0
14127,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,3,I,Northeast Region,0,Connecticut,,1,N,H,Sro,209.0
14237,N,0,0,3,Non-Residential,5I,0,0,Install,In House,39,I,Northeast Region,0,Connecticut,,1,N,H,Upgrade,287.0
14315,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Northeast Region,0,Connecticut,,1,N,*,Downgrade,1.0000000000000002
14376,N,0,0,3,Non-Residential,5I,2,2,Install,In House,56,I,Northeast Region,0,Connecticut,,1,N,H,Install,389.0
14392,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Northeast Region,0,Connecticut,,1,N,H,Downgrade,108.0
14438,N,0,0,3,Non-Residential,5I,2,2,Install,In House,56,I,Northeast Region,0,Connecticut,,1,N,H,Install,344.0
14515,N,0,0,3,Non-Residential,5I,4,4,Install,In House,74,I,Northeast Region,0,Connecticut,,1,N,*,Install,364.0
14516,N,0,0,3,Non-Residential,5I,0,0,Install,In House,90,I,Northeast Region,0,Connecticut,,1,N,*,Install,389.0
14534,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southeast Region,1,Macon,,1,N,H,Trouble Call,336.0
14546,N,0,0,3,Non-Residential,5I,1,1,Install,In House,24,I,Southeast Region,0,Macon,,1,N,*,Restart,96.0
14567,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Southeast Region,0,Macon,,1,N,*,Install,240.0
14571,N,0,0,3,Non-Residential,5I,3,3,Install,In House,72,I,Southeast Region,0,Macon,,1,N,*,Install,127.00000000000001
14705,N,0,0,3,Non-Residential,5I,2,2,Install,In House,66,I,Southeast Region,0,Macon,,1,N,*,Install,322.0
14841,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,242.0
14844,N,0,0,3,Non-Residential,5I,0,0,Install,In House,92,I,Southwest Region,0,Las Vegas,,1,N,*,Install,389.0
14937,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,93.0
15044,N,0,0,2,Non-Residential,5I,2,2,Install,In House,43,I,Central Region,0,Oklahoma City,,1,N,H,Install,220.0
15067,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Central Region,0,Oklahoma City,,1,N,*,Install,291.0
15073,N,0,0,3,Non-Residential,5I,2,2,Install,In House,62,I,Central Region,0,Oklahoma City,,1,N,H,Install,296.0
15082,N,0,0,3,Non-Residential,5I,2,2,Install,In House,66,I,Central Region,0,Oklahoma City,,1,N,*,Install,297.0
15120,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,9,I,Central Region,0,Oklahoma City,,1,N,H,Sro,31.000000000000004
15168,N,0,0,3,Non-Residential,5I,0,0,Install,In House,39,I,Central Region,0,Oklahoma City,,1,N,H,Install,158.0
15322,N,0,0,2,Non-Residential,5I,0,0,Install,In House,55,I,Virginia,0,Northern Virginia,,1,N,H,Install,357.0
15618,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Virginia,0,Northern Virginia,,1,N,H,Sro,56.0
15963,N,0,0,3,Non-Residential,5I,2,2,Install,In House,72,I,California,0,San Diego,,1,N,*,Install,7.0
16036,N,0,0,3,Non-Residential,5I,0,0,Install,In House,41,I,California,0,San Diego,,1,N,H,Downgrade,208.0
16057,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,California,1,San Diego,,1,N,H,Trouble Call,386.0
16082,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,California,0,San Diego,,1,N,H,Sro,162.0
16286,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,86,I,California,0,San Diego,,0,N,H,Sro,1.0000000000000002
16313,N,0,0,3,MDU,5I,0,0,SRO,In House,35,I,California,0,San Diego,,1,N,H,Sro,119.0
16724,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,California,0,San Diego,,0,N,H,Sro,1.0000000000000002
16725,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,California,0,San Diego,,1,N,H,Sro,148.0
16793,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,California,0,San Diego,,1,N,H,Sro,147.0
16837,N,0,0,3,Non-Residential,5I,2,2,Install,In House,42,I,California,0,San Diego,,1,N,H,Install,148.0
16850,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,California,0,San Diego,,1,N,H,Install,119.0
16923,N,0,0,3,Non-Residential,5I,0,0,Install,In House,43,I,California,0,San Diego,,1,N,*,Upgrade,186.0
16989,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,79,I,California,0,San Diego,,0,N,H,Sro,1.0000000000000002
17027,N,0,0,3,Non-Residential,5I,4,4,Install,In House,66,I,California,0,San Diego,,1,N,*,Install,215.0
17028,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,California,0,San Diego,,1,N,*,Install,247.00000000000003
17029,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,California,0,San Diego,,1,N,*,Install,337.0
17103,N,0,0,3,MDU,5I,2,2,Install,In House,38,I,California,0,San Diego,,1,N,H,Install,229.0
17105,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,29,I,California,0,San Diego,,1,N,H,Sro,94.0
17268,N,0,0,3,MDU,5I,0,0,SRO,In House,15,I,California,0,San Diego,,1,N,H,Sro,22.0
17280,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,California,0,San Diego,,1,N,H,Sro,38.0
17427,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,40,I,California,0,San Diego,,1,N,H,Sro,185.0
17450,N,0,0,3,Non-Residential,5I,6,6,Install,In House,78,I,California,0,San Diego,,1,N,*,Install,331.0
17469,N,0,0,3,Non-Residential,5I,1,1,Install,In House,78,I,California,0,San Diego,,1,N,*,Install,323.0
17554,N,0,0,3,Non-Residential,5I,0,0,Install,In House,61,I,California,0,San Diego,,1,N,*,Upgrade,370.0
17618,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,California,0,San Diego,,1,N,*,Install,377.0
17638,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,California,0,San Diego,,1,N,H,Sro,61.00000000000001
17692,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,California,0,San Diego,,1,N,H,Sro,93.0
17702,N,0,0,3,Non-Residential,5I,2,2,Install,In House,40,I,California,0,San Diego,,1,N,H,Install,163.0
17779,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,California,0,San Diego,,1,N,H,Sro,104.0
17899,N,0,0,2,Non-Residential,5I,1,1,Install,In House,47,I,Southwest Region,0,Las Vegas,,1,N,*,Install,384.0
17961,N,0,0,2,Non-Residential,5I,2,2,Install,In House,37,I,Southwest Region,0,Las Vegas,,1,N,H,Install,165.0
18092,Y,0,0,2,Non-Residential,5I,3,3,Trouble Call,In House,15,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,315.0
18124,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,17,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
18135,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,178.0
18159,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,178.0
18233,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,6,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,47.0
18235,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,314.0
18275,Y,0,0,3,Non-Residential,5I,14,14,Install,In House,84,I,Northeast Region,0,Rhode Island,,1,N,*,Install,291.0
18302,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,168.0
18316,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,57.0
18338,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,96.0
18358,N,0,0,3,Non-Residential,5I,2,3,Install,In House,54,I,Northeast Region,0,Rhode Island,,1,N,*,Install,319.0
18435,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,352.0
18465,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,2.0000000000000004
18472,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,0,N,H,Sro,1.0000000000000002
18475,N,0,0,3,Non-Residential,5I,0,0,Install,In House,45,I,Northeast Region,0,Rhode Island,,1,N,H,Install,269.00000000000006
18512,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,2.0000000000000004
18527,Y,0,0,3,Non-Residential,5I,6,6,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,365.0
18613,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Oklahoma City,,1,N,H,Sro,44.0
18678,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,Central Region,0,Oklahoma City,,1,N,H,Sro,134.00000000000003
18731,N,0,0,3,Non-Residential,H5,1,1,Install,In House,74,I,Central Region,0,Oklahoma City,,1,N,H,Install,388.0
18732,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Central Region,0,Oklahoma City,,1,N,*,Install,205.0
18795,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Oklahoma City,,1,N,H,Sro,62.00000000000001
18840,N,0,0,3,Non-Residential,5I,0,0,Install,In House,17,I,Central Region,0,Oklahoma City,,1,N,H,Install,85.0
18938,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Virginia,0,Hampton Roads,,1,N,*,Install,274.0
19042,N,0,0,3,Non-Residential,5I,1,1,Install,In House,48,I,Virginia,0,Hampton Roads,,1,N,*,Install,149.0
19062,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Virginia,0,Hampton Roads,,1,N,*,Install,293.0
19065,N,0,0,3,Non-Residential,H5,0,0,SRO,In House,3,I,Virginia,0,Hampton Roads,,0,N,H,Sro,1.0000000000000002
19212,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,28.0
19268,N,0,0,3,Non-Residential,5I,2,2,Install,In House,51,I,Northeast Region,0,Rhode Island,,1,N,H,Install,214.0
19273,N,0,0,3,Non-Residential,5I,0,0,Install,In House,91,I,Northeast Region,0,Rhode Island,,1,N,H,Install,372.0
19291,N,0,0,3,Non-Residential,5I,3,3,Install,In House,96,I,Northeast Region,0,Rhode Island,,1,N,*,Install,390.0
19297,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Northeast Region,0,Rhode Island,,1,N,*,Install,391.0
19414,N,0,0,3,Non-Residential,5I,0,0,Install,In House,21,I,Northeast Region,0,Rhode Island,,1,N,H,Upgrade,116.0
19470,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southeast Region,0,Greater Louisiana,,1,N,*,Install,261.00000000000006
19494,N,0,0,3,Non-Residential,5I,3,3,Install,In House,49,I,Southeast Region,0,Greater Louisiana,,1,N,H,Install,124.00000000000001
19539,N,0,0,3,Non-Residential,5I,1,1,Install,In House,42,I,Southeast Region,0,Greater Louisiana,,1,N,H,Install,154.0
19588,N,0,0,3,Non-Residential,5I,3,3,Install,In House,50,I,Southeast Region,0,Greater Louisiana,,1,N,H,Install,366.0
19589,N,0,0,3,Non-Residential,5I,0,0,Install,In House,84,I,Southeast Region,0,Greater Louisiana,,1,N,*,Install,386.0
19661,N,0,0,3,Non-Residential,5I,2,2,Install,In House,54,I,Southeast Region,0,Greater Louisiana,,1,N,*,Install,285.0
19703,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southeast Region,1,Greater Louisiana,,1,N,H,Trouble Call,325.0
19735,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southeast Region,0,Greater Louisiana,,1,N,H,Install,273.00000000000006
19749,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southeast Region,1,Greater Louisiana,,1,N,H,Trouble Call,325.0
19860,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southeast Region,0,Greater Louisiana,,1,N,*,Install,265.00000000000006
19950,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southeast Region,1,Greater Louisiana,,1,N,H,Trouble Call,339.0
20016,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southeast Region,0,Greater Louisiana,,1,N,H,Install,274.0
20047,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,43,I,Southeast Region,0,Greater Louisiana,,1,N,H,Sro,191.0
20087,N,0,0,2,Non-Residential,5I,3,3,Install,In House,37,I,Central Region,0,Kansas/NW Arkansas,,1,N,H,Install,181.0
20097,N,0,0,2,Non-Residential,5I,3,3,Install,In House,65,I,Central Region,0,Kansas/NW Arkansas,,1,N,*,Install,357.0
20132,N,0,0,3,Non-Residential,5I,3,3,Install,In House,66,I,Central Region,0,Kansas/NW Arkansas,,1,N,*,Install,227.0
20163,N,0,0,2,Non-Residential,5I,3,3,Install,In House,59,I,Central Region,0,Kansas/NW Arkansas,,1,N,*,Install,205.0
20168,N,0,0,2,Non-Residential,5I,2,3,Install,In House,55,I,Central Region,0,Kansas/NW Arkansas,,1,N,H,Install,251.00000000000003
20316,N,0,0,3,MDU,H5,0,0,SRO,In House,9,I,Central Region,0,Kansas/NW Arkansas,,1,N,H,Sro,13.0
20420,N,0,0,2,Non-Residential,5I,0,0,Install,In House,65,I,Virginia,0,Hampton Roads,,1,N,*,Install,176.0
20429,N,0,0,2,Non-Residential,5I,1,1,Install,In House,53,I,Virginia,0,Hampton Roads,,1,N,*,Install,194.0
20482,N,0,0,2,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,H,Install,114.0
20483,N,0,0,2,Non-Residential,5I,0,0,Install,In House,77,I,Virginia,0,Hampton Roads,,1,N,*,Install,316.0
20505,N,0,0,2,Non-Residential,5I,0,0,Install,In House,41,I,Virginia,0,Hampton Roads,,1,N,H,Install,177.0
20632,N,0,0,2,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,H,Install,165.0
20635,N,0,0,2,Non-Residential,5I,0,0,Install,In House,63,I,Virginia,0,Hampton Roads,,1,N,H,Install,227.0
20636,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Virginia,0,Hampton Roads,,1,N,*,Install,215.0
20657,N,0,0,2,Non-Residential,5I,0,0,Install,In House,37,I,Virginia,0,Hampton Roads,,1,N,H,Install,174.0
20658,N,0,0,2,Non-Residential,5I,0,0,Install,In House,65,I,Virginia,0,Hampton Roads,,1,N,*,Install,277.0
20660,N,0,0,2,Non-Residential,5I,1,1,Install,In House,42,I,Virginia,0,Hampton Roads,,1,N,H,Install,161.0
20662,N,0,0,2,Non-Residential,5I,0,0,Install,In House,71,I,Virginia,0,Hampton Roads,,1,N,*,Install,267.00000000000006
20676,Y,0,0,2,Non-Residential,5I,0,0,Trouble Call,In House,15,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,331.0
20690,Y,0,0,2,Non-Residential,5I,0,0,Trouble Call,In House,15,K,Virginia,1,Hampton Roads,,1,N,H,Trouble Call,394.0
20698,N,0,0,2,Non-Residential,5I,0,0,Install,In House,55,I,Virginia,0,Hampton Roads,,1,N,H,Install,261.00000000000006
20699,N,0,0,2,Non-Residential,5I,0,0,Install,In House,61,I,Virginia,0,Hampton Roads,,1,N,H,Install,333.0
20700,N,0,0,2,Non-Residential,5I,0,0,Install,In House,42,I,Virginia,0,Hampton Roads,,1,N,H,Install,97.0
20712,N,0,0,2,Non-Residential,5I,0,0,Install,In House,51,I,Virginia,0,Hampton Roads,,1,N,H,Upgrade,214.0
20757,N,0,0,2,Non-Residential,5I,2,2,Install,In House,89,I,Southwest Region,0,Phoenix,,1,N,*,Install,371.0
20780,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,26,I,Southwest Region,0,Phoenix,,1,N,H,Sro,87.0
20790,N,0,0,2,Non-Residential,5I,0,0,SRO,In House,26,I,Southwest Region,0,Phoenix,,1,N,H,Sro,89.0
20828,N,0,0,2,Non-Residential,5I,3,3,Install,In House,89,I,Southwest Region,0,Phoenix,,1,N,*,Install,371.0
